ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID,protein_count
655015,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,31993.0,Methylocystaceae,133.0,Methylocystis,655015.0,Methylocystis bryophila,species,Methylocystis bryophila,27.50,27.50,27.5,original,optimum,BacDive,7219,4271
655353,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,655351.0,Cohaesibacteraceae,655352.0,Cohaesibacter,655353.0,Cohaesibacter marisflavi,species,Cohaesibacter marisflavi,27.50,27.50,27.5,original,optimum,Tempura,Tempura4758,4794
655815,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,417127.0,Zunongwangia,398743.0,Zunongwangia profunda,strain,Zunongwangia profunda SM-A87,27.50,27.50,27.5,original,optimum,Tempura,Tempura4759,4633
657012,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,2745.0,Halomonas,657012.0,Halomonas cibimaris,species,Halomonas cibimaris,27.50,27.50,27.5,original,optimum,Tempura,Tempura7133,2361
657014,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,335927.0,Thalassovita,657014.0,Thalassovita taeanensis,species,Thalassovita taeanensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura7132,3839
657654,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135614.0,Lysobacterales,1775411.0,Rhodanobacteraceae,75309.0,Rhodanobacter,657654.0,Rhodanobacter caeni,species,Rhodanobacter caeni,27.50,27.50,27.5,original,optimum,Tempura,Tempura6333,3302
658167,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,506.0,Alcaligenaceae,2987599.0,Pollutimonas,658167.0,Pollutimonas bauzanensis,species,Pollutimonas bauzanensis,27.50,27.50,27.5,original,optimum,BacDive,390,5118
658218,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706373.0,Microbulbiferaceae,48073.0,Microbulbifer,658218.0,Microbulbifer marinus,species,Microbulbifer marinus,27.50,27.50,27.5,original,optimum,Tempura,Tempura4570,3369
659006,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,2036754.0,Chelatococcaceae,1017183.0,Camelimonas,659006.0,Camelimonas lactis,species,Camelimonas lactis,25-30,27.50,27.5,original,optimum,BacDive,1674,3613
661481,2.0,Bacteria,976.0,Bacteroidota,1853228.0,Chitinophagia,1853229.0,Chitinophagales,563835.0,Chitinophagaceae,398041.0,Flavisolibacter,661481.0,Flavisolibacter ginsenosidimutans,species,Flavisolibacter ginsenosidimutans,27.50,27.50,27.5,original,optimum,Tempura,Tempura8122,4236
661491,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85009.0,Propionibacteriales,85015.0,Nocardioidaceae,1839.0,Nocardioides,661491.0,Nocardioides ginsengisegetis,species,Nocardioides ginsengisegetis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6331,4297
661492,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85009.0,Propionibacteriales,85015.0,Nocardioidaceae,1839.0,Nocardioides,661492.0,Nocardioides panaciterrulae,species,Nocardioides panaciterrulae,27.50,27.50,27.5,original,optimum,Tempura,Tempura6330,4033
663610,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,45404.0,Beijerinckiaceae,184923.0,Methylocapsa,663610.0,Methylocapsa aurea,species,Methylocapsa aurea,25-30,27.50,27.5,original,optimum,BacDive,1657,0
669462,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186822.0,Paenibacillaceae,44249.0,Paenibacillus,669462.0,Paenibacillus pinihumi,species,Paenibacillus pinihumi,27.50,27.50,27.5,original,optimum,Tempura,Tempura6329,1
669464,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186822.0,Paenibacillaceae,44249.0,Paenibacillus,669464.0,Paenibacillus filicis,species,Paenibacillus filicis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6328,6887
673562,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85010.0,Pseudonocardiales,2070.0,Pseudonocardiaceae,1847.0,Pseudonocardia,673562.0,Pseudonocardia khuvsgulensis,species,Pseudonocardia khuvsgulensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura8121,0
679259,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706371.0,Cellvibrionaceae,940550.0,Gilvimarinus,679259.0,Gilvimarinus agarilyticus,species,Gilvimarinus agarilyticus,27.50,27.50,27.5,original,optimum,Tempura,Tempura6327,0
679260,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706371.0,Cellvibrionaceae,447467.0,Simiduia,679260.0,Simiduia areninigrae,species,Simiduia areninigrae,27.50,27.50,27.5,original,optimum,Tempura,Tempura6326,1
687842,2.0,Bacteria,976.0,Bacteroidota,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,84567.0,Pedobacter,687842.0,Pedobacter ginsenosidimutans,species,Pedobacter ginsenosidimutans,27.50,27.50,27.5,original,optimum,Tempura,Tempura8120,5263
687844,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,687844.0,Flavobacterium ginsenosidimutans,species,Flavobacterium ginsenosidimutans,27.50,27.50,27.5,original,optimum,Tempura,Tempura6325,4660
687845,2.0,Bacteria,976.0,Bacteroidota,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,28453.0,Sphingobacterium,687845.0,Sphingobacterium ginsenosidimutans,species,Sphingobacterium ginsenosidimutans,27.50,27.50,27.5,original,optimum,Tempura,Tempura6324,5233
687846,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,2762318.0,Weeksellaceae,59732.0,Chryseobacterium,687846.0,Chryseobacterium ginsenosidimutans,species,Chryseobacterium ginsenosidimutans,27.50,27.50,27.5,original,optimum,Tempura,Tempura6323,7535
696001,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,55968.0,Leucobacter,696001.0,Leucobacter aerolatus,species,Leucobacter aerolatus,25-30,27.50,27.5,original,optimum,BacDive,7358,0
706120,2.0,Bacteria,976.0,Bacteroidota,1853228.0,Chitinophagia,1853229.0,Chitinophagales,563835.0,Chitinophagaceae,379899.0,Niabella,706120.0,Niabella tibetensis,species,Niabella tibetensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura7279,0
708087,2.0,Bacteria,976.0,Bacteroidota,768503.0,Cytophagia,768507.0,Cytophagales,563798.0,Cyclobacteriaceae,68288.0,Cyclobacterium,708087.0,Cyclobacterium jeungdonense,species,Cyclobacterium jeungdonense,27.50,27.50,27.5,original,optimum,Tempura,Tempura6322,4582
708132,2.0,Bacteria,3018035.0,Bdellovibrionota,1553900.0,Oligoflexia,1553901.0,Oligoflexales,1553902.0,Oligoflexaceae,1553903.0,Oligoflexus,708132.0,Oligoflexus tunisiensis,species,Oligoflexus tunisiensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6321,0
708186,2.0,Bacteria,29547.0,Campylobacterota,3031852.0,Epsilonproteobacteria,213849.0,Campylobacterales,2808963.0,Arcobacteraceae,2321111.0,Aliarcobacter,708186.0,Aliarcobacter trophiarum,species,Aliarcobacter trophiarum,27.50,27.50,27.5,original,optimum,BacDive,2101,2063
709323,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,186826.0,Lactobacillales,33958.0,Lactobacillaceae,559173.0,Fructobacillus,709323.0,Fructobacillus tropaeoli,species,Fructobacillus tropaeoli,27.50,27.50,27.5,original,optimum,BacDive,6865,1540
712036,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,712036.0,Shewanella dokdonensis,species,Shewanella dokdonensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura4569,3087
715451,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,72275.0,Alteromonadaceae,226.0,Alteromonas,715451.0,Alteromonas naphthalenivorans,species,Alteromonas naphthalenivorans,27.50,27.50,27.5,original,optimum,Tempura,Tempura6319,4343
743737,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,135620.0,Oceanospirillaceae,1433994.0,Corallomonas,743737.0,Corallomonas stylophorae,species,Corallomonas stylophorae,27.50,27.50,27.5,original,optimum,Tempura,Tempura6317,0
745311,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,1068904.0,Primorskyibacter,745311.0,Primorskyibacter sedentarius,species,Primorskyibacter sedentarius,27.50,27.50,27.5,original,optimum,Tempura,Tempura4696,4734
745411,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,91347.0,Enterobacterales,3120698.0,Gallaecimonadaceae,745410.0,Gallaecimonas,1207039.0,Gallaecimonas xiamenensis,strain,Gallaecimonas xiamenensis 3-C-1,27.50,27.50,27.5,original,optimum,Tempura,Tempura3178,3799
754435,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,1433989.0,Aureicoccus,754435.0,Aureicoccus marinus,species,Aureicoccus marinus,27.50,27.50,27.5,original,optimum,Tempura,Tempura6318,2544
766895,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,1385.0,Bacillales,186817.0,Bacillaceae,2893057.0,Shouchella,766895.0,Shouchella xiaoxiensis,species,Shouchella xiaoxiensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura4568,4623
792649,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,875170.0,Celeribacter,792649.0,Celeribacter arenosi,species,Celeribacter arenosi,27.50,27.50,27.5,original,optimum,Tempura,Tempura6316,2992
857227,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,72274.0,Pseudomonadales,135621.0,Pseudomonadaceae,2901189.0,Halopseudomonas,857227.0,Halopseudomonas gallaeciensis,species,Halopseudomonas gallaeciensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6315,0
857252,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,72274.0,Pseudomonadales,135621.0,Pseudomonadaceae,2901189.0,Halopseudomonas,857252.0,Halopseudomonas aestusnigri,species,Halopseudomonas aestusnigri,27.50,27.50,27.5,original,optimum,Tempura,Tempura3182,3540
862134,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,862134.0,Sphingomonas ginsenosidimutans,species,Sphingomonas ginsenosidimutans,27.50,27.50,27.5,original,optimum,Tempura,Tempura3184,3608
862135,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,862135.0,Sphingomonas ginsenosidivorax,species,Sphingomonas ginsenosidivorax,27.50,27.50,27.5,original,optimum,Tempura,Tempura6314,3625
869718,2.0,Bacteria,976.0,Bacteroidota,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,423349.0,Mucilaginibacter,869718.0,Mucilaginibacter angelicae,species,Mucilaginibacter angelicae,27.50,27.50,27.5,original,optimum,Tempura,Tempura7131,6509
871651,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,1158296.0,Poseidonocella,871651.0,Poseidonocella pacifica,species,Poseidonocella pacifica,27.50,27.50,27.5,original,optimum,Tempura,Tempura3183,3383
871694,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,871694.0,Flavobacterium ginsengisoli,species,Flavobacterium ginsengisoli,27.50,27.50,27.5,original,optimum,Tempura,Tempura7130,4522
874423,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,290174.0,Aquimarina,874423.0,Aquimarina mytili,species,Aquimarina mytili,27.50,27.50,27.5,original,optimum,Tempura,Tempura6313,4310
882441,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85008.0,Micromonosporales,28056.0,Micromonosporaceae,1865.0,Actinoplanes,882441.0,Actinoplanes abujensis,species,Actinoplanes abujensis,25-30,27.50,27.5,original,optimum,BacDive,7847,8603
891402,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,3137766.0,Vreelandella,115553.0,Vreelandella sulfidaeris,strain,Halomonas sulfidaeris Esulfide1,27.50,27.50,27.5,original,optimum,BacDive,6039,0
908355,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,145358.0,Bogoriellaceae,154116.0,Georgenia,908355.0,Georgenia daeguensis,species,Georgenia daeguensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura3181,4293
909613,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85010.0,Pseudonocardiales,2070.0,Pseudonocardiaceae,39845.0,Actinokineospora,909613.0,Actinokineospora spheciospongiae,species,Actinokineospora spheciospongiae,27.50,27.50,27.5,original,optimum,Tempura,Tempura7090,6610
913107,2.0,Bacteria,200795.0,Chloroflexota,292625.0,Anaerolineae,292629.0,Anaerolineales,292628.0,Anaerolineaceae,1649478.0,Pelolinea,913107.0,Pelolinea submarina,species,Pelolinea submarina,27.50,27.50,27.5,original,optimum,Tempura,Tempura6311,3066
914153,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,72275.0,Alteromonadaceae,288793.0,Salinimonas,914153.0,Salinimonas lutimaris,species,Salinimonas lutimaris,27.50,27.50,27.5,original,optimum,Tempura,Tempura6310,0
915472,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,72274.0,Pseudomonadales,135621.0,Pseudomonadaceae,286.0,Pseudomonas,915472.0,Pseudomonas nitritireducens,species,Pseudomonas nitritireducens,27.50,27.50,27.5,original,optimum,Tempura,Tempura4567,0
926357,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85008.0,Micromonosporales,28056.0,Micromonosporaceae,195964.0,Asanoa,926357.0,Asanoa siamensis,species,Asanoa siamensis,27.50,27.50,27.5,original,optimum,BacDive,7853,8169
931531,2.0,Bacteria,976.0,Bacteroidota,768503.0,Cytophagia,768507.0,Cytophagales,1522127.0,Catalimonadaceae,1077254.0,Tunicatimonas,931531.0,Tunicatimonas pelagia,species,Tunicatimonas pelagia,27.50,27.50,27.5,original,optimum,Tempura,Tempura6309,0
940133,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,940133.0,Sphingomonas limnosediminicola,species,Sphingomonas limnosediminicola,27.50,27.50,27.5,original,optimum,Tempura,Tempura6308,2924
940141,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204441.0,Rhodospirillales,433.0,Acetobacteraceae,2870713.0,Falsiroseomonas,940141.0,Falsiroseomonas riguiloci,species,Falsiroseomonas riguiloci,27.50,27.50,27.5,original,optimum,Tempura,Tempura4566,0
940149,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204441.0,Rhodospirillales,3031144.0,Dongiaceae,1146845.0,Dongia,940149.0,Dongia rigui,species,Dongia rigui,27.50,27.50,27.5,original,optimum,Tempura,Tempura6307,4252
943939,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,286104.0,Winogradskyella,943939.0,Winogradskyella damuponensis,species,Winogradskyella damuponensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura7129,3429
946678,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,237.0,Flavobacterium,946678.0,Flavobacterium araucananum,species,Flavobacterium araucananum,27.50,27.50,27.5,original,optimum,BacDive,5585,4825
947013,2.0,Bacteria,976.0,Bacteroidota,768503.0,Cytophagia,768507.0,Cytophagales,2762286.0,Fulvivirgaceae,1433993.0,Chryseolinea,947013.0,Chryseolinea serpens,species,Chryseolinea serpens,27.50,27.50,27.5,original,optimum,Tempura,Tempura6306,6790
947309,2.0,Bacteria,976.0,Bacteroidota,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,84567.0,Pedobacter,947309.0,Pedobacter jeongneungensis,species,Pedobacter jeongneungensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura8119,4876
981384,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,2854170.0,Roseobacteraceae,97050.0,Ruegeria,981384.0,Ruegeria conchae,species,Ruegeria conchae,27.50,27.50,27.5,original,optimum,Tempura,Tempura6305,4351
992267,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,2821832.0,Stappiaceae,152161.0,Stappia,992267.0,Stappia taiwanensis,species,Stappia taiwanensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura2519,3935
993084,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,1195526.0,Gryllotalpicola,993084.0,Gryllotalpicola kribbensis,species,Gryllotalpicola kribbensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6304,3235
993086,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,1195526.0,Gryllotalpicola,993086.0,Gryllotalpicola koreensis,species,Gryllotalpicola koreensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6303,3868
993087,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85023.0,Microbacteriaceae,1195526.0,Gryllotalpicola,993087.0,Gryllotalpicola daejeonensis,species,Gryllotalpicola daejeonensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6302,3250
1008307,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,1706369.0,Cellvibrionales,1706371.0,Cellvibrionaceae,1122283.0,Maricurvus,1008307.0,Maricurvus nonylphenolicus,species,Maricurvus nonylphenolicus,27.50,27.50,27.5,original,optimum,Tempura,Tempura7128,5128
1028745,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,49546.0,Flavobacteriaceae,1386924.0,Aestuariibaculum,1028745.0,Aestuariibaculum suncheonense,species,Aestuariibaculum suncheonense,27.50,27.50,27.5,original,optimum,Tempura,Tempura4565,3292
1028752,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267890.0,Shewanellaceae,22.0,Shewanella,1028752.0,Shewanella aestuarii,species,Shewanella aestuarii,27.50,27.50,27.5,original,optimum,Tempura,Tempura6301,6913
1031224,2.0,Bacteria,976.0,Bacteroidota,1853228.0,Chitinophagia,1853229.0,Chitinophagales,563835.0,Chitinophagaceae,79328.0,Chitinophaga,1031224.0,Chitinophaga oryziterrae,species,Chitinophaga oryziterrae,27.50,27.50,27.5,original,optimum,Tempura,Tempura4564,6278
1041641,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,206351.0,Neisseriales,2897177.0,Chitinibacteraceae,885864.0,Jeongeupia,1041641.0,Jeongeupia chitinilytica,species,Jeongeupia chitinilytica,27.50,27.50,27.5,original,optimum,Tempura,Tempura6300,3754
1045317,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204457.0,Sphingomonadales,41297.0,Sphingomonadaceae,13687.0,Sphingomonas,1045317.0,Sphingomonas lutea,species,Sphingomonas lutea,27.50,27.50,27.5,original,optimum,Tempura,Tempura6299,2356
1046128,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135623.0,Vibrionales,641.0,Vibrionaceae,662.0,Vibrio,1046128.0,Vibrio zhanjiangensis,species,Vibrio zhanjiangensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura6298,4328
1051139,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,742030.0,Salinisphaerales,742031.0,Salinisphaeraceae,180541.0,Salinisphaera,1304158.0,Salinisphaera halophila,strain,Salinisphaera halophila YIM 95161,27.50,27.50,27.5,original,optimum,Tempura,Tempura4549,0
1054497,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204455.0,Rhodobacterales,31989.0,Paracoccaceae,204456.0,Gemmobacter,1054497.0,Gemmobacter lanyuensis,species,Gemmobacter lanyuensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura4563,3877
1056512,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135623.0,Vibrionales,641.0,Vibrionaceae,246861.0,Grimontia,1056512.0,Grimontia indica,species,Grimontia indica,27.50,27.50,27.5,original,optimum,Tempura,Tempura3180,4956
1069963,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85006.0,Micrococcales,85021.0,Intrasporangiaceae,53457.0,Janibacter,1069963.0,Janibacter alkaliphilus,species,Janibacter alkaliphilus,27.50,27.50,27.5,original,optimum,Tempura,Tempura4562,3138
1069980,2.0,Bacteria,976.0,Bacteroidota,117743.0,Flavobacteriia,200644.0,Flavobacteriales,2762318.0,Weeksellaceae,59732.0,Chryseobacterium,1069980.0,Chryseobacterium gwangjuense,species,Chryseobacterium gwangjuense,27.50,27.50,27.5,original,optimum,Tempura,Tempura7127,0
1069985,2.0,Bacteria,976.0,Bacteroidota,117747.0,Sphingobacteriia,200666.0,Sphingobacteriales,84566.0,Sphingobacteriaceae,84567.0,Pedobacter,1069985.0,Pedobacter kyungheensis,species,Pedobacter kyungheensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura4561,4903
1072583,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135619.0,Oceanospirillales,28256.0,Halomonadaceae,3137766.0,Vreelandella,223527.0,Vreelandella boliviensis,strain,Halomonas boliviensis LC1,27.50,27.50,27.5,original,optimum,Tempura,Tempura2530,3704
1079178,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,2887327.0,Kangiellales,1920240.0,Kangiellaceae,261963.0,Kangiella,1079178.0,Kangiella marina,species,Kangiella marina,27.50,27.50,27.5,original,optimum,Tempura,Tempura4560,2292
1079179,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,2887327.0,Kangiellales,1920240.0,Kangiellaceae,261963.0,Kangiella,1079179.0,Kangiella taiwanensis,species,Kangiella taiwanensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura4559,2318
1081601,2.0,Bacteria,1224.0,Pseudomonadota,1236.0,Gammaproteobacteria,135622.0,Alteromonadales,267888.0,Pseudoalteromonadaceae,53246.0,Pseudoalteromonas,1081601.0,Pseudoalteromonas hodoensis,species,Pseudoalteromonas hodoensis,27.50,27.50,27.5,original,optimum,Tempura,Tempura4558,4
1088868,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204441.0,Rhodospirillales,433.0,Acetobacteraceae,1079922.0,Commensalibacter,479936.0,Commensalibacter intestini,strain,Commensalibacter intestini A911,27.50,27.50,27.5,original,optimum,Tempura,Tempura7280,0
1088869,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,204441.0,Rhodospirillales,433.0,Acetobacteraceae,441.0,Gluconobacter,479935.0,Gluconobacter morbifer,strain,Gluconobacter morbifer G707,27.50,27.50,27.5,original,optimum,Tempura,Tempura6358,2846
1094980,2157.0,Archaea,28890.0,Euryarchaeota,224756.0,Methanomicrobia,94695.0,Methanosarcinales,2206.0,Methanosarcinaceae,2220.0,Methanolobus,420950.0,Methanolobus psychrophilus,strain,Methanolobus psychrophilus R15,37.00,37.00,27.5,average,optimum,"Lyubetsky et al., 2020",Lyu23,2
1111140,2.0,Bacteria,1224.0,Pseudomonadota,28216.0,Betaproteobacteria,80840.0,Burkholderiales,75682.0,Oxalobacteraceae,303379.0,Herminiimonas,1111140.0,Herminiimonas contaminans,species,Herminiimonas contaminans,27.50,27.50,27.5,original,optimum,Tempura,Tempura6287,3763
1118451,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,82115.0,Rhizobiaceae,1648508.0,Ciceribacter,1118451.0,Ciceribacter naphthalenivorans,species,Ciceribacter naphthalenivorans,27.50,27.50,27.5,original,optimum,Tempura,Tempura6297,4605
1120952,2.0,Bacteria,1239.0,Bacillota,91061.0,Bacilli,186826.0,Lactobacillales,186827.0,Aerococcaceae,1375.0,Aerococcus,51665.0,Aerococcus urinaeequi,strain,Aerococcus urinaeequi DSM 20341 = CCUG 28094,25.0-30.0,27.50,27.5,original,optimum,BacDive,222,0
1121028,2.0,Bacteria,1224.0,Pseudomonadota,28211.0,Alphaproteobacteria,356.0,Hyphomicrobiales,255475.0,Aurantimonadaceae,414371.0,Aureimonas,401562.0,Aureimonas ureilytica,strain,Aureimonas ureilytica DSM 18598 = NBRC 106430,25-30,27.50,27.5,original,optimum,BacDive,533,0
1121386,2.0,Bacteria,1239.0,Bacillota,909932.0,Negativicutes,909929.0,Selenomonadales,1843490.0,Sporomusaceae,146813.0,Dendrosporobacter,146817.0,Dendrosporobacter quercicolus,strain,Dendrosporobacter quercicolus DSM 1736,27.50,27.50,27.5,original,optimum,Tempura,Tempura2532,0
1121721,2.0,Bacteria,201174.0,Actinomycetota,1760.0,Actinomycetes,85007.0,Mycobacteriales,85026.0,Gordoniaceae,2767345.0,Jongsikchunia,1121721.0,Jongsikchunia kroppenstedtii,species,Jongsikchunia kroppenstedtii,27.50,27.50,27.5,original,optimum,Tempura,Tempura8116,0
1121873,2.0,Bacteria,1239.0,Bacillota,526524.0,Erysipelotrichia,526525.0,Erysipelotrichales,128827.0,Erysipelotrichaceae,1647.0,Erysipelothrix,225084.0,Erysipelothrix inopinata,strain,Erysipelothrix inopinata DSM 15511,25-30,27.50,27.5,original,optimum,BacDive,5372,0
