ncbiTaxID_new,superkingdom_id,superkingdom,phylum_id,phylum,class_id,class,order_id,order,family_id,family,genus_id,genus,species_id,species,rank_new,name_new,Temp,Temp_Range_Average,Temp_Duplicate_Average,Temp_Value,Type,Source,Source_ID
459471,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,459471,Flavobacterium tiangeerense,species,Flavobacterium tiangeerense,22.50,22.50,22.50,original,optimum,Tempura,Tempura8418
479650,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267894,Psychromonadaceae,67572,Psychromonas,479650,Psychromonas heitensis,species,Psychromonas heitensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8248
490188,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1775403,Nevskiales,568386,Nevskiaceae,243627,Hydrocarboniphaga,490188,Hydrocarboniphaga daqingensis,species,Hydrocarboniphaga daqingensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura6518
490189,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,490189,Flavobacterium caeni,species,Flavobacterium caeni,22.50,22.50,22.50,original,optimum,Tempura,Tempura7222
493381,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,267894,Psychromonadaceae,67572,Psychromonas,493381,Psychromonas agarivorans,species,Psychromonas agarivorans,22.50,22.50,22.50,original,optimum,Tempura,Tempura8247
512383,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,433,Acetobacteraceae,512381,Acidisoma,512383,Acidisoma sibiricum,species,Acidisoma sibiricum,20.0-25.0,22.50,22.50,original,optimum,BacDive,82
519061,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,356,Hyphomicrobiales,45404,Beijerinckiaceae,1277353,Methylorosula,519061,Methylorosula polaris,species,Methylorosula polaris,20-25,22.50,22.50,original,optimum,BacDive,1677
552518,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204441,Rhodospirillales,41295,Rhodospirillaceae,1091044,Elstera,552518,Elstera litoralis,species,Elstera litoralis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8518
653929,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,2762352,Albibacterium,653929,Albibacterium bauzanense,species,Albibacterium bauzanense,22.50,22.50,22.50,original,optimum,Tempura,Tempura8517
656366,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,1268,Micrococcaceae,1663,Arthrobacter,656366,Arthrobacter alpinus,species,Arthrobacter alpinus,20-25,22.50,22.50,original,optimum,BacDive,7625
692994,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,423349,Mucilaginibacter,692994,Mucilaginibacter dorajii,species,Mucilaginibacter dorajii,22.50,22.50,22.50,original,optimum,Tempura,Tempura8244
696762,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,1195766,Planktotalea,696762,Planktotalea frisia,species,Planktotalea frisia,22.50,22.50,22.50,original,optimum,Tempura,Tempura7514
708131,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,1705353,Aurantimicrobium,708131,Aurantimicrobium minutum,species,Aurantimicrobium minutum,22.50,22.50,22.50,original,optimum,Tempura,Tempura6517
743299,2,Bacteria,1224,Pseudomonadota,1807140,Acidithiobacillia,225057,Acidithiobacillales,225058,Acidithiobacillaceae,119977,Acidithiobacillus,160808,Acidithiobacillus ferrivorans,strain,Acidithiobacillus ferrivorans SS3,22.50,22.50,22.50,original,optimum,aciDB,aciDB43
748907,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,1268,Micrococcaceae,1663,Arthrobacter,748907,Arthrobacter cryoconiti,species,Arthrobacter cryoconiti,22.50,22.50,22.50,original,optimum,Tempura,Tempura8515
875041,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,204456,Gemmobacter,875041,Gemmobacter tilapiae,species,Gemmobacter tilapiae,22.50,22.50,22.50,original,optimum,Tempura,Tempura6516
875042,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,875042,Flavobacterium tilapiae,species,Flavobacterium tilapiae,22.50,22.50,22.50,original,optimum,Tempura,Tempura8165
889488,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1706369,Cellvibrionales,1706375,Spongiibacteraceae,1434050,Zhongshania,889488,Zhongshania borealis,species,Zhongshania borealis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8243
904715,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,904715,Sphingomonas jejuensis,species,Sphingomonas jejuensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura6515
930804,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,1176327,Aureitalea,930804,Aureitalea marina,species,Aureitalea marina,22.50,22.50,22.50,original,optimum,Tempura,Tempura8239
930805,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1706369,Cellvibrionales,1706372,Halieaceae,1217416,Halioglobus,930805,Halioglobus japonicus,species,Halioglobus japonicus,22.50,22.50,22.50,original,optimum,Tempura,Tempura8242
930806,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1706369,Cellvibrionales,1706372,Halieaceae,1217416,Halioglobus,930806,Halioglobus pacificus,species,Halioglobus pacificus,22.50,22.50,22.50,original,optimum,Tempura,Tempura8241
940613,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,940557,Granulicella,940613,Granulicella arctica,species,Granulicella arctica,22.50,22.50,22.50,original,optimum,Tempura,Tempura8379
940615,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,940557,Granulicella,940615,Granulicella tundricola,species,Granulicella tundricola,22.50,22.50,22.50,original,optimum,Tempura,Tempura8378
940616,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,940557,Granulicella,940616,Granulicella sapmiensis,species,Granulicella sapmiensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8416
946333,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,2975441,Sphaerotilaceae,1114981,Piscinibacter,946333,Piscinibacter gummiphilus,species,Piscinibacter gummiphilus,22.50,22.50,22.50,original,optimum,Tempura,Tempura7185
977794,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,414714,Catenulisporales,414713,Actinospicaceae,1920515,Actinocrinis,977794,Actinocrinis puniceicyclus,species,Actinocrinis puniceicyclus,22.50,22.50,22.50,original,optimum,Tempura,Tempura8238
990371,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,2762385,Daejeonella,990371,Daejeonella rubra,species,Daejeonella rubra,22.50,22.50,22.50,original,optimum,Tempura,Tempura8514
995034,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,85023,Microbacteriaceae,76634,Mycetocola,995034,Mycetocola miduiensis,species,Mycetocola miduiensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura7294
1037362,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,1434029,Pelagimonas,1037362,Pelagimonas phthalicica,species,Pelagimonas phthalicica,22.50,22.50,22.50,original,optimum,Tempura,Tempura8237
1037889,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,2854170,Roseobacteraceae,1258570,Profundibacterium,1258573,Profundibacterium mesophilum,strain,Profundibacterium mesophilum KAUST100406-0324,22.50,22.50,22.50,original,optimum,Tempura,Tempura8513
1086703,2,Bacteria,74201,Verrucomicrobiota,203494,Verrucomicrobiia,48461,Verrucomicrobiales,203557,Verrucomicrobiaceae,518753,Luteolibacter,1086703,Luteolibacter luojiensis,species,Luteolibacter luojiensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8372
1089305,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,286104,Winogradskyella,1089305,Winogradskyella jejuensis,species,Winogradskyella jejuensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura6514
1089306,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,286104,Winogradskyella,1089306,Winogradskyella eckloniae,species,Winogradskyella eckloniae,22.50,22.50,22.50,original,optimum,Tempura,Tempura8235
1173101,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135618,Methylococcales,403,Methylococcaceae,416,Methylomonas,1173101,Methylomonas paludis,species,Methylomonas paludis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8236
1198114,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,940557,Granulicella,940615,Granulicella tundricola,strain,Granulicella tundricola MP5ACTX9,22.50,22.50,22.50,original,optimum,aciDB,aciDB134
1209778,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,742030,Salinisphaerales,742031,Salinisphaeraceae,180541,Salinisphaera,1304270,Salinisphaera japonica,strain,Salinisphaera japonica YTM-1,22.50,22.50,22.50,original,optimum,Tempura,Tempura8233
1259464,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,1288026,Arcticibacter,1259464,Arcticibacter pallidicorallinus,species,Arcticibacter pallidicorallinus,22.50,22.50,22.50,original,optimum,Tempura,Tempura8234
1268550,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,84567,Pedobacter,1268550,Pedobacter jejuensis,species,Pedobacter jejuensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8232
1281578,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1692040,Acidiferrobacterales,1692041,Acidiferrobacteraceae,986106,Acidiferrobacter,1281578,Acidiferrobacter sp. SPIII_3,species,Acidiferrobacter sp. SPIII_3,22.50,22.50,22.50,original,optimum,aciDB,aciDB9
1298593,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,135620,Oceanospirillaceae,187492,Thalassolituus,187493,Thalassolituus oleivorans,strain,Thalassolituus oleivorans MIL-1,22.50,22.50,22.50,original,optimum,Tempura,Tempura8254
1348471,2,Bacteria,976,Bacteroidota,768503,Cytophagia,768507,Cytophagales,1853232,Hymenobacteraceae,89966,Hymenobacter,1348471,Hymenobacter ruber,species,Hymenobacter ruber,22.50,22.50,22.50,original,optimum,Tempura,Tempura8230
1434066,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,49277,Psychroserpens,1434066,Psychroserpens luteus,species,Psychroserpens luteus,22.50,22.50,22.50,original,optimum,Tempura,Tempura7221
1446477,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,449810,Lutimonas,1446477,Lutimonas halocynthiae,species,Lutimonas halocynthiae,22.50,22.50,22.50,original,optimum,Tempura,Tempura8371
1454201,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,363408,Nonlabens,930802,Nonlabens marinus,strain,Nonlabens marinus S1-08,22.50,22.50,22.50,original,optimum,Tempura,Tempura8240
1470433,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,1706369,Cellvibrionales,1706371,Cellvibrionaceae,1635133,Aestuariicella,1470433,Aestuariicella hydrocarbonica,species,Aestuariicella hydrocarbonica,22.50,22.50,22.50,original,optimum,Tempura,Tempura6513
1475483,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,1617805,Amylibacter,1475483,Amylibacter marinus,species,Amylibacter marinus,22.50,22.50,22.50,original,optimum,Tempura,Tempura8229
1524462,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135614,Lysobacterales,1775411,Rhodanobacteraceae,75309,Rhodanobacter,1524462,Rhodanobacter sp. FW510-R10,species,Rhodanobacter sp. FW510-R10,22.50,22.50,22.50,original,optimum,aciDB,aciDB208
1524463,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135614,Lysobacterales,1775411,Rhodanobacteraceae,75309,Rhodanobacter,1524463,Rhodanobacter sp. FW510-T8,species,Rhodanobacter sp. FW510-T8,22.50,22.50,22.50,original,optimum,aciDB,aciDB205
1525219,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135614,Lysobacterales,1775411,Rhodanobacteraceae,75309,Rhodanobacter,1525219,Rhodanobacter sp. FW510-R12,species,Rhodanobacter sp. FW510-R12,22.50,22.50,22.50,original,optimum,aciDB,aciDB204
1526574,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,83612,Psychroflexus,1526574,Psychroflexus salis,species,Psychroflexus salis,22.50,22.50,22.50,original,optimum,Tempura,Tempura7220
1586750,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135613,Chromatiales,1046,Chromatiaceae,67575,Rheinheimera,1586750,Rheinheimera gaetbuli,species,Rheinheimera gaetbuli,22.50,22.50,22.50,original,optimum,Tempura,Tempura7219
1586751,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135613,Chromatiales,1046,Chromatiaceae,67575,Rheinheimera,1586751,Rheinheimera aestuarii,species,Rheinheimera aestuarii,22.50,22.50,22.50,original,optimum,Tempura,Tempura4640
1591407,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,1591407,Flavobacterium lacunae,species,Flavobacterium lacunae,22.50,22.50,22.50,original,optimum,Tempura,Tempura8228
1603298,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,2804673,Cypionkella,1603298,Cypionkella collinsensis,species,Cypionkella collinsensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8227
1640674,2,Bacteria,976,Bacteroidota,200643,Bacteroidia,171549,Bacteroidales,2038695,Williamwhitmaniaceae,2038697,Williamwhitmania,1640674,Williamwhitmania taraxaci,species,Williamwhitmania taraxaci,22.50,22.50,22.50,original,optimum,Tempura,Tempura8417
1704499,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135618,Methylococcales,403,Methylococcaceae,762296,Methylovulum,1704499,Methylovulum psychrotolerans,species,Methylovulum psychrotolerans,22.50,22.50,22.50,original,optimum,Tempura,Tempura6616
1754012,2,Bacteria,1239,Bacillota,526524,Erysipelotrichia,526525,Erysipelotrichales,128827,Erysipelotrichaceae,1854458,Breznakia,1754012,Breznakia blatticola,species,Breznakia blatticola,22.50,22.50,22.50,original,optimum,Tempura,Tempura4626
1756042,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,2804673,Cypionkella,1756042,Cypionkella aquatica,species,Cypionkella aquatica,22.50,22.50,22.50,original,optimum,Tempura,Tempura8226
1756043,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,2804673,Cypionkella,1756043,Cypionkella sinensis,species,Cypionkella sinensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura8225
1799789,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135622,Alteromonadales,72275,Alteromonadaceae,1621534,Paraglaciecola,1799789,Paraglaciecola hydrolytica,species,Paraglaciecola hydrolytica,22.50,22.50,22.50,original,optimum,Tempura,Tempura8512
1812349,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,423349,Mucilaginibacter,1812349,Mucilaginibacter phyllosphaerae,species,Mucilaginibacter phyllosphaerae,22.50,22.50,22.50,original,optimum,Tempura,Tempura6439
1815556,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204455,Rhodobacterales,31989,Paracoccaceae,265,Paracoccus,1815556,Paracoccus fontiphilus,species,Paracoccus fontiphilus,22.50,22.50,22.50,original,optimum,Tempura,Tempura8223
1815560,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,1815560,Flavobacterium dispersum,species,Flavobacterium dispersum,22.50,22.50,22.50,original,optimum,Tempura,Tempura8222
1821621,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,135620,Oceanospirillaceae,48075,Marinobacterium,1821621,Marinobacterium aestuarii,species,Marinobacterium aestuarii,22.50,22.50,22.50,original,optimum,Tempura,Tempura7225
1834038,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,401469,Undibacterium,1834038,Undibacterium amnicola,species,Undibacterium amnicola,22.50,22.50,22.50,original,optimum,Tempura,Tempura8224
1843236,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,13687,Sphingomonas,1843236,Sphingomonas montana,species,Sphingomonas montana,22.50,22.50,22.50,original,optimum,Tempura,Tempura8221
1853130,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,72274,Pseudomonadales,135621,Pseudomonadaceae,286,Pseudomonas,1853130,Pseudomonas silesiensis,species,Pseudomonas silesiensis,22.50,22.50,22.50,original,optimum,Tempura,Tempura7184
1908690,2,Bacteria,203682,Planctomycetota,203683,Planctomycetia,2691355,Gemmatales,1914233,Gemmataceae,1914234,Fimbriiglobus,1908690,Fimbriiglobus ruber,species,Fimbriiglobus ruber,22.50,22.50,22.50,original,optimum,Tempura,Tempura8220
1940526,2,Bacteria,976,Bacteroidota,200643,Bacteroidia,1970189,Marinilabiliales,1573805,Marinifilaceae,2060722,Labilibaculum,1940526,Labilibaculum filiforme,species,Labilibaculum filiforme,22.50,22.50,22.50,original,optimum,Tempura,Tempura8511
2014610,2,Bacteria,142182,Gemmatimonadota,219685,Gemmatimonadia,219686,Gemmatimonadales,219687,Gemmatimonadaceae,2093335,Roseisolibacter,2014610,Roseisolibacter agri,species,Roseisolibacter agri,22.50,22.50,22.50,original,optimum,Tempura,Tempura6615
2039708,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,1606872,Flavimarina,2039708,Flavimarina flava,species,Flavimarina flava,22.50,22.50,22.50,original,optimum,Tempura,Tempura7218
2056779,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,178469,Arenibacter,2056779,Arenibacter catalasegens,species,Arenibacter catalasegens,22.50,22.50,22.50,original,optimum,Tempura,Tempura6614
2109272,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,1268,Micrococcaceae,57494,Nesterenkonia,2109272,Nesterenkonia endophytica,species,Nesterenkonia endophytica,22.50,22.50,22.50,original,optimum,Tempura,Tempura7552
2291215,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85010,Pseudonocardiales,2070,Pseudonocardiaceae,402649,Actinomycetospora,2291215,Actinomycetospora endophytica,species,Actinomycetospora endophytica,22.50,22.50,22.50,original,optimum,Tempura,Tempura7551
81459,2,Bacteria,544448,Mycoplasmatota,31969,Mollicutes,186328,Entomoplasmatales,33925,Entomoplasmataceae,46239,Mesoplasma,81459,Mesoplasma melaleucae,species,Mesoplasma melaleucae,23.00,23.00,23.00,original,optimum,Tempura,Tempura8011
117184,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186822,Paenibacillaceae,44249,Paenibacillus,117184,Paenibacillus koreensis,species,Paenibacillus koreensis,23.00,23.00,23.00,original,optimum,Tempura,Tempura1377
145287,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,204457,Sphingomonadales,41297,Sphingomonadaceae,165696,Novosphingobium,145287,Novosphingobium lentum,species,Novosphingobium lentum,23.00,23.00,23.00,original,optimum,Tempura,Tempura7343
225999,2,Bacteria,544448,Mycoplasmatota,31969,Mollicutes,186328,Entomoplasmatales,33925,Entomoplasmataceae,46239,Mesoplasma,225999,Mesoplasma syrphidae,species,Mesoplasma syrphidae,23.00,23.00,23.00,original,optimum,Tempura,Tempura7463
228956,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,252356,Maribacter,228956,Maribacter sedimenticola,species,Maribacter sedimenticola,23.00,23.00,23.00,original,optimum,BacDive,5604
246191,2,Bacteria,200940,Thermodesulfobacteriota,3031449,Desulfovibrionia,213115,Desulfovibrionales,194924,Desulfovibrionaceae,2794998,Maridesulfovibrio,246191,Maridesulfovibrio ferrireducens,species,Maridesulfovibrio ferrireducens,23.00,23.00,23.00,original,optimum,Tempura,Tempura8010
362418,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,237,Flavobacterium,362418,Flavobacterium reichenbachii,species,Flavobacterium reichenbachii,20-26,23.00,23.00,original,optimum,BacDive,5577
425512,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,84567,Pedobacter,425512,Pedobacter westerhofensis,species,Pedobacter westerhofensis,23.00,23.00,23.00,original,optimum,Tempura,Tempura8376
452627,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135619,Oceanospirillales,135620,Oceanospirillaceae,515417,Amphritea,452627,Amphritea japonica,species,Amphritea japonica,23.00,23.00,23.00,original,optimum,Tempura,Tempura8377
466153,2,Bacteria,203682,Planctomycetota,203683,Planctomycetia,2691356,Isosphaerales,1763524,Isosphaeraceae,466152,Singulisphaera,466153,Singulisphaera acidiphila,species,Singulisphaera acidiphila,23.00,23.00,23.00,original,optimum,"Lyubetsky et al., 2020",Lyu163
502181,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85010,Pseudonocardiales,2070,Pseudonocardiaceae,695999,Actinophytocola,502181,Actinophytocola oryzae,species,Actinophytocola oryzae,23.00,23.00,23.00,original,optimum,Tempura,Tempura8201
528191,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186822,Paenibacillaceae,44249,Paenibacillus,528191,Paenibacillus xylanexedens,species,Paenibacillus xylanexedens,23.00,23.00,23.00,original,optimum,Tempura,Tempura7462
589872,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,286104,Winogradskyella,589872,Winogradskyella exilis,species,Winogradskyella exilis,23.00,23.00,23.00,original,optimum,Tempura,Tempura5930
643672,2,Bacteria,203682,Planctomycetota,203683,Planctomycetia,2691356,Isosphaerales,1763524,Isosphaeraceae,466152,Singulisphaera,643672,Singulisphaera rosea,species,Singulisphaera rosea,23.00,23.00,23.00,original,optimum,Tempura,Tempura7385
1121446,2,Bacteria,200940,Thermodesulfobacteriota,3031449,Desulfovibrionia,213115,Desulfovibrionales,194924,Desulfovibrionaceae,2794998,Maridesulfovibrio,246191,Maridesulfovibrio ferrireducens,strain,Maridesulfovibrio ferrireducens DSM 16995,23.00,23.00,23.00,original,optimum,BacDive,4158
1123043,2,Bacteria,203682,Planctomycetota,203683,Planctomycetia,2691355,Gemmatales,1914233,Gemmataceae,1382832,Telmatocola,1123043,Telmatocola sphagniphila,species,Telmatocola sphagniphila,23.00,23.00,23.00,original,optimum,Tempura,Tempura8210
1137273,2,Bacteria,1224,Pseudomonadota,1236,Gammaproteobacteria,135614,Lysobacterales,32033,Lysobacteraceae,68,Lysobacter,1137273,Lysobacter oligotrophicus,species,Lysobacter oligotrophicus,23.00,23.00,23.00,original,optimum,Tempura,Tempura8435
1303478,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,84567,Pedobacter,1303478,Pedobacter glacialis,species,Pedobacter glacialis,23.00,23.00,23.00,original,optimum,Tempura,Tempura8365
1380763,2,Bacteria,1239,Bacillota,91061,Bacilli,1385,Bacillales,186822,Paenibacillaceae,44249,Paenibacillus,1380763,Paenibacillus darwinianus,species,Paenibacillus darwinianus,23.00,23.00,23.00,original,optimum,Tempura,Tempura6497
1535768,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85011,Kitasatosporales,2062,Streptomycetaceae,1883,Streptomyces,1535768,Streptomyces lunaelactis,species,Streptomyces lunaelactis,23.00,23.00,23.00,original,optimum,Tempura,Tempura8198
1537389,2,Bacteria,976,Bacteroidota,117747,Sphingobacteriia,200666,Sphingobacteriales,84566,Sphingobacteriaceae,84567,Pedobacter,1537389,Pedobacter trunci,species,Pedobacter trunci,23.00,23.00,23.00,original,optimum,Tempura,Tempura8199
1537398,2,Bacteria,1224,Pseudomonadota,28216,Betaproteobacteria,80840,Burkholderiales,75682,Oxalobacteraceae,401469,Undibacterium,1537398,Undibacterium aquatile,species,Undibacterium aquatile,23.00,23.00,23.00,original,optimum,Tempura,Tempura8200
1577686,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,1775468,Silvibacterium,1577686,Silvibacterium bohemicum,species,Silvibacterium bohemicum,23.00,23.00,23.00,original,optimum,Tempura,Tempura8375
1577687,2,Bacteria,57723,Acidobacteriota,204432,Terriglobia,204433,Terriglobales,204434,Acidobacteriaceae,1768185,Terracidiphilus,1577687,Terracidiphilus gabretensis,species,Terracidiphilus gabretensis,22.00,22.00,23.00,average,optimum,Tempura,Tempura8267
1622118,2,Bacteria,976,Bacteroidota,117743,Flavobacteriia,200644,Flavobacteriales,49546,Flavobacteriaceae,358023,Lutibacter,1622118,Lutibacter profundi,species,Lutibacter profundi,23.00,23.00,23.00,original,optimum,Tempura,Tempura7270
1814289,2,Bacteria,201174,Actinomycetota,1760,Actinomycetes,85006,Micrococcales,145360,Sanguibacteraceae,60919,Sanguibacter,1814289,Sanguibacter gelidistatuariae,species,Sanguibacter gelidistatuariae,23.00,23.00,23.00,original,optimum,Tempura,Tempura7226
1855337,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,356,Hyphomicrobiales,45401,Hyphomicrobiaceae,29407,Rhodoplanes,1855337,Rhodoplanes sp. JGI PP 4-K5,species,Rhodoplanes sp. JGI PP 4-K5,23.00,23.00,23.00,original,optimum,aciDB,aciDB210
1873883,2,Bacteria,1224,Pseudomonadota,28211,Alphaproteobacteria,356,Hyphomicrobiales,45401,Hyphomicrobiaceae,29407,Rhodoplanes,1873883,Rhodoplanes sp. JGI PP 4-B12,species,Rhodoplanes sp. JGI PP 4-B12,23.00,23.00,23.00,original,optimum,aciDB,aciDB211
